"ID","email","name","country","gender","department","salary","contract_start_date","tenure","contract_type"
7925,"itl.7925@clean_data.com","Isabel Teresa López","France","Female","RESEARCH AND DEVELOPMENT",5162025.01,2016-02-11,"part time","fixed-term"
7996,"lyc.7996@clean_data.com","Li Yan Chen","Spain","Female","PRODUCT MANAGEMENT",2458360.48,2013-06-29,"part time","fixed-term"
8039,"njl.8039@clean_data.com","Nicolas Jean Laurent","Japan","Female","ENGINEERING",3370868.02,2015-08-26,"part time","permanent"
8062,"hsm.8062@clean_data.com","Helga Sabine Meyer","Germany","Male","BUSINESS DEVELOPMENT",4240644.07,2011-08-07,"full time","permanent"
8069,"rtr.8069@clean_data.com","Rosa Teresa Ricci","Italy","Male","SALES",4602728.46,2012-02-23,"full time","permanent"
8086,"mmw.8086@clean_data.com","Min Min Wu","Japan","Male","RESEARCH AND DEVELOPMENT",5131325.93,2013-10-02,"part time","permanent"
8088,"yqz.8088@clean_data.com","Yang Qiang Zhao","Spain","Male","HUMAN RESOURCES",3754719.94,2011-03-01,"part time","fixed-term"
8113,"lmr.8113@clean_data.com","Laura Maria Rodríguez","Germany","Female","RESEARCH AND DEVELOPMENT",3442164.94,2020-10-23,"full time","permanent"
8155,"hst.8155@clean_data.com","Hiroshi Satoshi Tanaka","Italy","Female","TRAINING",3880520.78,2021-10-03,"full time","permanent"
8155,"tts.8155@clean_data.com","Thomas Thomas Schneider","Japan","Female","TRAINING",3880520.78,2021-10-03,"full time","permanent"
8254,"nsm.8254@clean_data.com","Nathalie Sandrine Moreau","France","Male","PRODUCT MANAGEMENT",4497285.51,2016-03-15,"full time","fixed-term"
8338,"hhw.8338@clean_data.com","Hans Hans Wagner","USA","Male","BUSINESS DEVELOPMENT",1856124.46,2017-09-12,"full time","permanent"
8378,"smm.8378@clean_data.com","Sarah Mary Millre","France","Female","",NA,2014-10-07,NA,"permanent"
8392,"mcp.8392@clean_data.com","María Carmen Pérez","Spain","Female","TRAINING",2444665.13,2019-10-21,"full time","fixed-term"
8524,"mjp.8524@clean_data.com","Márcia Juliana Pereira","","Female","SERVICES",3298104.81,2020-09-24,"full time","permanent"
8540,"mao.8540@clean_data.com","Marcos Antônio Oliveira","France","Male","HUMAN RESOURCES",3842439.81,2021-08-02,"part time","permanent"
8768,"myi.8768@clean_data.com","Masako Yoko Ito","Brazil","Male","MARKETING",3339972.13,2016-03-12,"full time","fixed-term"
9045,"wmh.9045@clean_data.com","Wolfgang Michael Hoffmann","USA","Female","HUMAN RESOURCES",4027673.44,2021-08-09,"full time","fixed-term"
9055,"nfr.9055@clean_data.com","Nathalie Françoise Robert","Brazil","Female","HUMAN RESOURCES",2129980.9,2012-08-13,"part time","permanent"
9111,"fal.9111@clean_data.com","Francisca Adriana Lima","Spain","Female","TRAINING",1961952.63,2021-09-23,"full time","permanent"
9177,"acb.9177@clean_data.com","Angela Carmela Bianchi","France","Female","BUSINESS DEVELOPMENT",4359972.2,2017-08-19,"part time","fixed-term"
9180,"fml.9180@clean_data.com","Fang Min Li","Brazil","Female","LEGAL",4449940.33,2016-08-21,"part time","permanent"
9200,"paf.9200@clean_data.com","Patrícia Aline Ferreira","Brazil","Female","HUMAN RESOURCES",1805190.75,2021-01-19,"part time","fixed-term"
9240,"amr.9240@clean_data.com","Angela Maria Romano","Spain","Male","HUMAN RESOURCES",3700070.49,2019-12-18,"full time","fixed-term"
9246,"acp.9246@clean_data.com","Alain Christophe Petit","Japan","Female","SUPPORT",2351848.18,2020-03-06,"full time","permanent"
9303,"bjr.9303@clean_data.com","Barbara Jessica Rodriguez","Spain","Male","SERVICES",2124789.86,2021-11-05,"full time","fixed-term"
9360,"jag.9360@clean_data.com","José Antonio Gómez","Brazil","Female","LEGAL",4357412.47,2020-04-16,"part time","fixed-term"
9360,"hqz.9360@clean_data.com","Hao Qiang Zhao","Brazil","Female","LEGAL",4357412.47,2020-04-16,"part time","fixed-term"
9382,"ttk.9382@clean_data.com","Tomoko Tomoko Kato","Spain","Male","BUSINESS DEVELOPMENT",5132572.82,2013-03-20,"part time","permanent"
9385,"ljb.9385@clean_data.com","Linda Jessica Brown","Japan","Female","SUPPORT",3661205.12,2017-06-06,"part time","permanent"
9385,"sem.9385@clean_data.com","Sandrin Emonique Moreau","China","Female","SUPPORT",3661205.12,2017-06-06,"part time","permanent"
9455,"nmn.9455@clean_data.com","Naoko Michiko Nakamura","China","Female","MARKETING",1835283.34,2015-10-25,"part time","permanent"
9480,"mag.9480@clean_data.com","Maria Antônia Gomes","China","Female","ENGINEERING",3335383.26,2014-07-04,"full time","permanent"
9511,"paa.9511@clean_data.com","Patrícia Adriana Alves","Japan","Male","TRAINING",1987896.78,2014-05-18,"full time","fixed-term"
9549,"sml.9549@clean_data.com","Sandrine Monique Laurent","Japan","Male","HUMAN RESOURCES",2421244.24,2020-06-04,"full time","fixed-term"
9600,"nmt.9600@clean_data.com","Nicolas Michel Thomas","China","Male","ENGINEERING",2342554.45,2014-01-26,"full time","permanent"
9632,"akb.9632@clean_data.com","Andreas Klaus Becker","Spain","Female","LEGAL",2803732.44,2019-05-24,"part time","permanent"
9709,"ssm.9709@clean_data.com","Stefan Stefan Meyer","Japan","Female","BUSINESS DEVELOPMENT",4034920.53,2015-01-20,"full time","fixed-term"
9827,"lsb.9827@clean_data.com","Linda Sarah Brown","Spain","Female","BUSINESS DEVELOPMENT",2686327.77,2015-07-31,"full time","permanent"
9830,"lpl.9830@clean_data.com","Lucas Paulo Lima","USA","Female","ENGINEERING",4522126.22,2021-04-29,"part time","fixed-term"
9841,"arm.9841@clean_data.com","André René Moreau","China","Female","ACCOUNTING",4618778.42,2021-09-14,"full time","permanent"
9893,"sts.9893@clean_data.com","Sachiko Tomoko Sato","USA","Male","BUSINESS DEVELOPMENT",2808107.37,2016-08-09,"full time","fixed-term"
9967,"lml.9967@clean_data.com","Lan Mei Li","Brazil","Female","RESEARCH AND DEVELOPMENT",4487246.59,2015-03-20,"full time","permanent"
9967,"itr.9967@clean_data.com","Isabel Teresa Rodríguez","Italy","Female","RESEARCH AND DEVELOPMENT",4487246.59,2015-03-20,"full time","permanent"
9973,"sfr.9973@clean_data.com","Sylvie Françoise Robert","France","Female","RESEARCH AND DEVELOPMENT",3135106.52,2012-08-19,"full time","fixed-term"
